Rank,Name,Platform,Platform Group,Year,Genre,Publisher,NA Sales,EU Sales,JP Sales,Other Sales,Global Sales
16553,God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,PS4,PS,2016,Action,Namco Bandai Games,0,0,0.01,0,0.01
16554,Sweet Honey Coming,PS2,PS,2009,Adventure,Kadokawa Shoten,0,0,0.01,0,0.01
16555,Mahou Sensei Negima!? Neo-Pactio Fight!!,Wii,Nintendo,2007,Fighting,Marvelous Interactive,0,0,0.01,0,0.01
16556,Bound By Flame,X360,XBox,2014,Role-Playing,Focus Home Interactive,0,0.01,0,0,0.01
16557,Psychic Detective,PS,PS,1995,Adventure,Electronic Arts,0.01,0,0,0,0.01
16558,Codename: Panzers Complete Collection,PC,PC,2016,Strategy,Nordic Games,0,0.01,0,0,0.01
16559,Super Robot Taisen: Original Generation,GBA,Nintendo,2002,Role-Playing,Banpresto,0.01,0,0,0,0.01
16560,Dramatical Murder Re:code,PSV,PS,2014,Adventure,Nitroplus,0,0,0.01,0,0.01
16561,Pro Evolution Soccer 2008,PC,PC,2007,Sports,Konami Digital Entertainment,0,0.01,0,0,0.01
16562,Sugar + Spice! Anoko no Suteki na Nanimokamo,PS2,PS,2008,Adventure,Alchemist,0,0,0.01,0,0.01
16563,Hanasaku Manimani,PSV,PS,2014,Adventure,5pb,0,0,0.01,0,0.01
16564,Kanokon: Esuii,PS2,PS,2008,Adventure,5pb,0,0,0.01,0,0.01
16565,Mighty No. 9,XOne,XBox,2016,Platform,Deep Silver,0.01,0,0,0,0.01
16566,Mortal Kombat: Deadly Alliance,GBA,Nintendo,2002,Fighting,Midway Games,0.01,0,0,0,0.01
16567,Original Frisbee Disc Sports: Ultimate & Golf,DS,Nintendo,2007,Action,"Destination Software, Inc",0.01,0,0,0,0.01
16568,Teslagrad,PSV,PS,2015,Platform,Rain Games,0,0.01,0,0,0.01
16569,End of Nations,PC,PC,2012,Strategy,Trion Worlds,0.01,0,0,0,0.01
16570,Fujiko F. Fujio Characters: Great Assembly! Slightly Fantastic Slapstick Party,3DS,Nintendo,2014,Action,Namco Bandai Games,0,0,0.01,0,0.01
16571,XI Coliseum,PSP,PS,2006,Puzzle,Sony Computer Entertainment,0,0,0.01,0,0.01
16572,Resident Evil 4 HD,XOne,XBox,2016,Shooter,Capcom,0.01,0,0,0,0.01
16573,Farming 2017 - The Simulation,PS4,PS,2016,Simulation,UIG Entertainment,0,0.01,0,0,0.01
16574,Grisaia no Kajitsu: La Fruit de la Grisaia,PSP,PS,2013,Adventure,Prototype,0,0,0.01,0,0.01
16575,Scarlett: Nichijou no Kyoukaisen,PS2,PS,2008,Adventure,Kadokawa Shoten,0,0,0.01,0,0.01
16576,Mini Desktop Racing,Wii,Nintendo,2007,Racing,Popcorn Arcade,0.01,0,0,0,0.01
16577,Yattaman Wii: BikkuriDokkiri Machine de Mou Race da Koron,Wii,Nintendo,2008,Racing,Takara Tomy,0,0,0.01,0,0.01
16578,Neo Angelique Special,PSP,PS,2008,Adventure,Tecmo Koei,0,0,0.01,0,0.01
16579,Rugby Challenge 3,XOne,XBox,2016,Sports,Alternative Software,0,0.01,0,0,0.01
16580,Damnation,PC,PC,2009,Shooter,Codemasters,0,0.01,0,0,0.01
16581,Outdoors Unleashed: Africa 3D,3DS,Nintendo,2011,Sports,Mastiff,0.01,0,0,0,0.01
16582,PGA European Tour,N64,Nintendo,2000,Sports,Infogrames,0.01,0,0,0,0.01
16583,Real Rode,PS2,PS,2008,Adventure,Kadokawa Shoten,0,0,0.01,0,0.01
16584,Fit & Fun,Wii,Nintendo,2011,Sports,Unknown,0,0.01,0,0,0.01
16585,Planet Monsters,GBA,Nintendo,2001,Action,Titus,0.01,0,0,0,0.01
16586,Carmageddon 64,N64,Nintendo,1999,Action,Virgin Interactive,0.01,0,0,0,0.01
16587,Bust-A-Move 3000,GC,Nintendo,2003,Puzzle,Ubisoft,0.01,0,0,0,0.01
16588,Breach,PC,PC,2011,Shooter,Destineer,0.01,0,0,0,0.01
16589,Secret Files 2: Puritas Cordis,DS,Nintendo,2009,Adventure,Deep Silver,0,0.01,0,0,0.01
16590,Mezase!! Tsuri Master DS,DS,Nintendo,2009,Sports,Hudson Soft,0,0,0.01,0,0.01
16591,Mega Brain Boost,DS,Nintendo,2008,Puzzle,Majesco Entertainment,0.01,0,0,0,0.01
16592,Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru,PSV,PS,2016,Action,dramatic create,0,0,0.01,0,0.01
16593,Eiyuu Densetsu: Sora no Kiseki Material Collection Portable,PSP,PS,2007,Role-Playing,Falcom Corporation,0,0,0.01,0,0.01
16594,Myst IV: Revelation,PC,PC,2004,Adventure,Ubisoft,0.01,0,0,0,0.01
16595,Plushees,DS,Nintendo,2008,Simulation,Destineer,0.01,0,0,0,0.01
16596,Woody Woodpecker in Crazy Castle 5,GBA,Nintendo,2002,Platform,Kemco,0.01,0,0,0,0.01
16597,Men in Black II: Alien Escape,GC,Nintendo,2003,Shooter,Infogrames,0.01,0,0,0,0.01
16598,SCORE International Baja 1000: The Official Game,PS2,PS,2008,Racing,Activision,0,0,0,0,0.01
16599,Know How 2,DS,Nintendo,2010,Puzzle,7G//AMES,0,0.01,0,0,0.01
16600,Spirits & Spells,GBA,Nintendo,2003,Platform,Wanadoo,0.01,0,0,0,0.01
